22319_1,"I think everyone needed to hear that people in Afghanistan, who are mostly Muslim, have nothing to do with the terrorism.",They want it to end just as badly as we do.,and
34351_4, I think a lot us were thinking., how could he not hate Americans.,because
22048_1,Their culture has been forgotten.,It is looked down on.,and
33342_1,I think that we tend to put racial groups (people) in a box.,It makes it easier to judge people without even knowing them.,because
28482_2,The United States builds relationships with the people in corrupt countries.,The United States respect the culture of the people in corrupt countries.,and
24011_1,I then took it to a smaller scale. ,I began thinking about just random places I have visited recently.,and
8478_1,"We go to another place, might be shocked that reality is different than expected.","We need to search our part of the world to see farther than our hometowns, our countries.",and
22821_4,I felt bad that they are putting in much effort.,we are not doing much.,and
32823_3,it is easy to see that without this separation of religion., the laws set by government are not fair to all citizens.,and
33052_2,We should ask and seek them out ourselves.,We should not be spoon fed by what the media tells us,Nan
20900_1,They have families.,They want the best for them.,Nan
42478_2,I cannot imagine losing all in a short amount of time because of the selfishness of other people.,I cannot imagine losing all in a short amount of time because of the stereotypes of other people.,and
15325_2,I am now much more attentive towards people in their facial features.,I am now much more attentive towards people in their accents.,and
20556_2,We Americans live in a huge bubble compared to these poor Afghans.,They want nothing more than peace in their country.,Nan
31568_3,America destroyed the city .,America was in search of nuclear weapons.,and
39693_1,"For almost two decades, the media would show us the extremes.","My entire life, since I can remember things, the media would show us the extremes.",and
7940_2,People might look like they are from a certain area.,They may be from a completely different area.,Nan
21270_2,I do know people who have a family member who was there. ,I know people who have friends there. ,Nan
32591_10, have much confidence  wearing their Hijabs,what I look like on the outside no matter how many people look at you wrong.,and
38162_1,Basim made tough decisions. ,Having hope in humanity is a great option. ,and
36788_2,It makes it even more insane that the U.S. would think he should accept that. ,It makes it even more insane that the U.S. thinks he should just move on. ,and
11198_2,Friends strong views.,The region they grew up in.,Nan
42668_1,From traveling there are many great aspects to learn about.,One of the best things that you will gain is knowledge.,and
30599_3,We throw bombs. ,We start a war around people. ,and
42487_2,Whether its from a reliable source.,Whether its not.,and
39660_2,They were fighting because their countries told them to.,They had no choice.,because
40674_2,I cannot bring myself to forgive the people from the government.,"That has brought my family, friends and fellow Venezuelans so much pain.",Nan
35769_2,His religion tells him to be a good person.,His religion tells him not to retaliate.,and
33952_1,I have never done research about empathy to know how a person can develop it.,I know that my life experiences have made me develop a high amount of empathy.,Nan
15053_2,A few of my family members date people of other races and nationalities.,They are accepting of it. ,because
22133_3,Rafi's partner was murdered.,"Amazingly, they have positive attitudes.",and
27987_1,Not to mention that religion has been.,it continues to be used a way to justify hatred.,and
34091_1,The truth is you're right.,Our country just wanted oil.,and
23329_1,These people are in the middle of a century long war.,They still want to be friendly to the US.,and
31236_1,I personally do not agree with this Bible verse.,"If this were true, there would not be a single person in this world going to Heaven.",because
37383_4, Sam completely seems to destroy my thinking.,rework it  Im leaving class thinking a whole different thing.,and
40698_2,American attacks caused the death of his family.,Basim was able to remember the good times. ,and
34104_1,I was not brought up religious.,Everything you're saying is new interesting information to me.,so
38467_2,To see what they grow up into will show us the true effects of this horrible system.,This system of rules and laws and abuse of power is horrible. ,and
39931_2,"It's funny, in a way.",Basim is thousands of miles away from America.,because
26393_1,This is a perspective.,It rapidly grew post 9/11.,Nan
35263_1,Im hoping that I will continue to keep an open mind to all the knowledge.,Sam has to offer the class there will be more eye opening discussions.,and
10847_1,The heat in certain parts of the country ruins having a hockey rink last very long.,Problems like this definitely have an affect on the sports racial makeup.,and
25171_1,They have different classes of people.,There are radicals like the ones that you discussed.,and
34570_3,The example about ISIS proves this true.,It shows the assumptions we make about ISIS.,and
9868_1,I think its informative.,Not all people are cultured.,because
34882_1,I had come to the same conclusion.,doing that he was able to spread his story in a much more meaningful way.,because
10382_1,I was intrigued in listening and learning more about what Sam had to say.,These same thoughts had popped up into my head.,because
20293_2,They can travel to various locations to protect the lives of others.,I understand the dangers of these sorts of jobs.,and
12335_1,"Hopefully, these events and protests will leave future generations more aware of how terrible it is to judge someone based on their color.",This will lead to a more peaceful country.,and
31578_1,It simply isnt possible.,"In my personal opinion, I don't think it was meant to be like that.",and
34141_2,He has shown courage throughout his life. ,He has been able to forgive the United States.,and
15761_2,We talk about topics that would normally be labeled as insulting or touchy subjects.,They are the ones that I really saw people learn from.,Nan
39838_2,This shows how twisted our view of reality is.,This illuminates the methods used within our educational institutions.,and
32037_3,He talked about what happened to his family.,He talked about how Isis entered Mosul.,and
19594_3,I was immediately mortified.,I thought it might be the end for me.,and
30017_4,it was valuable knowing it is acceptable eventhough some of my actions may be been wrong according to the bible,it is in our mind and how we seek our thoughts even if not written in the words,because
39543_1,It is crazy to think that he has been through that much in his life.,Going from being extremely upset to realizing that he was alive.,so
8298_1,"People are becoming informed on multifaceted issues through the internet, social media today,",The need to change is growing at a much faster pace from people using this outlet to voice their opinion.,and
35726_3,He doesn't blame the citizens in regard to what happened.,He can't.,and
39951_1,I had previous knowledge of both religions.,I was not surprised Basim called his religion something that would help him not have hate towards the United States.,and
15187_2,The point is very important. ,When talking about the news and race issues. ,Nan
10973_2,I i like to imagine that someone with this opinion is not the type of person anyone would like to date anyway.,There is some merit to the idea of psychology leading your love interest's cultural preference within upbringing.,and
36544_6,these people who composed the could have never even imagined the immense amount of people,mixed religions cultures tha share small sections of the world with one another.,and
39313_2,Subjects like living wages.,Are considered controversial topics.,and
12734_1,He shared his personal experience with traveling the world.,"He learned there is much depth to people, countries and cultures.",Nan
35161_1,It amazes me.,I hear of people who have lost someone close.,so
27165_4,They think a tourist site is the only safe place.,The media has painted it that way.,and
9455_1,We really can share a lot.,We can learn a lot from each other.,and
16033_1,It's not just his life that is affected.  ,All of his family members are impacted.,and
8421_1,I can only think of one thing that we discussed in class.,It was not about this topic.,Nan
11978_1,"We, as a species are most evolved.",That's what we should take pride in.,and
19685_2,It was something important to hear.,"People with those values, that generosity, do live there.",Nan
26783_3,I appreciate people like Rafi who can be that brave and act for their country and freedom.,The way our country is looking right now.,so
42261_1,Muslims kill Muslims.,Christians kill Christians.,and
10447_2,A little girl.,It made me think.,Nan
42445_3,"That is usually what we tend to stick to, for the most part.",You go out.,and
27117_1,There has been much tragedy in the world.,"Usually, it is due to groups of people finding reasons to put themselves at the top.",because
35953_3,Muslims witness acts of terrorism.,Muslims witness acts of hatred.,and
11144_4,Some countries beat us in medical progress.,and technology fields.,and
12870_3,They cannot change the naturally given longer arms or legs.,They would naturally help.,Nan
39705_2,We say that people don't practice religion the way it is supposed to be practiced.,There should be no real way to practice your beliefs?,because
40961_1,Those who scream the loudest.,Get their opinions heard.,and
42211_2,I do not have many Muslim friends. ,I could ask Muslim friends questions. ,and
31730_2,They commit to their faith.,Others take it as the only way to live.,and
32047_2,I have always known they were peaceful people.,It was very enlightening to actually have the opportunity to learn specifics about their beliefs.,and
19953_1,Bassim was a normal civilian.,Bassim was minding his own business.,Nan
36893_2,"He was becoming restless, sick, started having pains in his body.",He wasn't feeling well.,and
11205_1,They could do research on the subject.,They should not be afraid to say they believe in global warming.,and
24871_1,You mentioned in this about peoples identity as religious based on what they are surrounded with.,This is something I find to be very interesting.,Nan
34546_2,what is happening in the world., they have started reporting whatever sounds most interesting,and
30666_3,Admitting that you need help is the hardest thing to do.,It may never happen.,and
22997_1,An Afghan shared what their life is like and how similar it is to ours.,I had only ever heard negative things.,because
15026_1,It's easy to pick apart its problems.,We are aware of what is going on here.,because
20209_5,I also think we have to realize that some people will just never act like that.,They could be from America or Afghanistan or anywhere.,Nan
29162_2,it would be considered unpatriotic,"it is easier saying Afghan has always been at war, never been a function country full of people enjoying their lives",and
7616_1,White privileged people can attain it easier.,"Basketball only requires a hoop, a ball.",and
9238_1,I am part Italian and Irish.,I resemble people from those countries in a way.,so
26245_2,Trying to decipher how to live your life off of ancient books is super confusing.,No one is ever going to interpret it exactly the same.,Nan
21797_4,We try to console them.,We try to help them upon returning home to see they can cope.,so
42471_3,Many of us get our news from online sources.,"With practice, we can make a difference in how we increase our knowledge.",so
37972_3,One student asked Basim how he wasn't angry with Americans.,Basim has every right to be angry with Americans.,because
20291_1,It's one thing to disapprove of someone else's culture.,"Understandably, disagreement is inevitable.",Nan
41171_2, We know it's not accurateto generalize people.,We still do it.,because
27336_1,Which one face fear every day.,That particular of the danger.,because
30697_6,the most people our age have never partaken in that kind of racist behavior themselves, it seems  long ago.,so
33115_2,Would Bassim have responded without violence?,Would Bassim become radicalized?,and
33845_6,He taught us some things are much bigger than just his personal story.,He taught us some things are much bigger than just his country.,and
10422_2,It is very difficult to correct the racial inequality problem.,"In the eyes of the law, it has already been solved.",so
38314_2,I feel I might be blind to so much of the world.,I feel I might be blind to how people around the globe live.,and
41270_2,I do believe it to be important.,We defend ourselves and our allies.,and
33528_2,Basim went to Western Michigan University.,Western Michigan University is in America.,Nan
31009_2,The stories are told differently.,How do you know which version is true?,and
35600_2,I would like to make more of an effort to be aware.,I would like to make more of an effort to be understanding of what is happening around the world,and
36251_1,He was able to push forward.,He was able to trust his faith to help him move on.,and
10577_2,The mass public displays of racism are not caused by talking about race.,Nobody talking about it would be a terrible way to address the situation.,and
34469_1,he religion of Islam says to forgive., he did.,so
35948_5,These topics are always changing., issues are always changing.,and
32029_1,He said that we hear much about Muslims killing Muslims., that recently we have been seeing many radical Christians.,so
42545_5,How they view their culture.,We can look at our own society from an outside point of view.,and
20602_1,The science behind who has what trait is truly interesting.,The science behind why they have that trait is truly interesting.,and
38183_1,He encouraged us to learn about events like the war in Afghanistan.,He encouraged us to make a difference.,and
27901_1,They are documents that were written thousands of years ago that,it isn't like we can call up the authors ,so
29412_4,many modern problems are not addressed.,it is up to peoples' interpretations of those books to create laws for a large group of people.,so
23842_3,This shows that hate comes from within an individual.,You may label yourself as a religious person.,because
39647_3,The impact that it made on the United States.,The impact that it made on its citizens.,and
12368_1,She was dating a Turkish male.,B y having this relationship it opened her eyes to questioned some of her republican political standpoints.,and
39429_3,We must educate ourselves before we make a decision.,We must educate ourselves before we judge someone else.,and
21936_1,Imagine living in a world where each morning could be your last.,Each step that you took outside your home may potentially mean being bombed.,Nan
23274_1,It is not seen.,The war in Afghanistan and other events overshadow them.,Nan
16484_1,Afghanistan is a country filled with millions of people.,Most of them are not bad individuals.,and
34565_1,It is important to follow up.,we are not persuaded to believe one way versus the other.,so
29040_2,Organs including the brain and heart.,They find it completely normal. ,and
19720_5,We do not want to take the time to understand it.,or we feel as though we have no part and no affect on anything related to the war.,and
27178_1,We believe one side is right.,Others believe one side is right.,and
21582_1,I hope this class opened the eyes of many who judge Muslims.,I hope this class opened the eyes of many who think that it is a violent religion. ,and
20521_1,I take this course., I was not open to learning about the people.,and
25734_1,We must realize that both books have truths hidden in them., It is our duty to live out those truths.,and
39707_5,They will not even start to try to understand where another person is coming from.," I agree people should just do this one simple thing, there would be less conflict, we may see that we dont have many differences at all.",and
31440_1,"About 8 years ago, my family and I traveled to New Mexico.",There we visited reservations where Native American tribes were still living.,and
41138_2,The United States broke down an old functional societal system. ,This system was created by the Iraqis over a long time. ,Nan
33585_1,It was honestly really moving., I was moved by hearing from a live person who has lost a lot.,so
23687_1,I agree with you in your comment.,Society accepts things.,Nan
19666_1,Sam opened my eyes about parts of Afghanistan,It's similar to the United states.,Nan
36272_5, I  cannot imagine what he went through.,  I  cannot imagine how strong he had to be to be able to recover from it well,so
38922_1,This man has been through so much.,He had almost everything taken from him in a sense.,and
22696_1,The Quran tells us what is right from wrong.,It teaches how to live a holy life in order to reach paradise when we die.,and
37211_1,I do not care.,I do not need to know what celebrities are doing.,and
40236_1,I am having the mindset of openness to actually going out,I am meeting new people.,and
29142_1,I was raised in a Catholic household with a priest as a God father.,I was constantly influenced to have a strong faith in Christ.,so
16423_3,Rafi is very loving.,Rafi's family are the same way. ,so
41740_1,I chose this clip.,I too was curious about this question.,because
21485_1,Many of them were just trying to make a living.,Many of them were just trying to get by.,and
32734_3,Greatly change how someone acts.,Help to aid in just about all race ,and
36525_1,I really liked this video. ,Now I can try to look at people differently. ,because
23551_1,We get to hear different perspectives on religions.,We get to hear different perspectives on cultures.,and
38476_1,"Miranda, I completely agree with you in that we should not follow the Bible or the Quran word for word.",They are very old and times have changed a lot.,because
34675_2,officially cease membership.,the economic climate of Europe is compact.,so
31179_1,This inspires me to not take life for granted.,He faces the biggest hardships every single day.,and
15326_1,Talking to them about this subject was fascinating.,They were very interested in the observation.,and
20912_1,There are more interracial couples in today's society.,The world will soon become a bunch of mixed races. ,and
7788_2,We can't move forward.,The matter isn't solved.,and
39781_1,They are from different backgrounds.,They have different policies.,and
38826_2,A stupid rule put in place by people.,I did not vote for.,Nan
22479_1,I am dumfounded that Rafi has a family.,Rafi still does all of this dangerous work.,and
40417_5,"Mostly, I think it shows that a lot of things are extremely similar between different leaders.",There are only small difference in style/policy that will actually be passed.,and
40531_1,"The anger, the emotions, the shock he felt was crippling.",Causing him to diminish the opportunity.,and
30834_2,It is important to recognize that you can't help everybody.,There are many people out there with twisted mindsets.,and
13115_1,I said before I would not have guessed their backgrounds., I would have been wrong.,and
32994_3, perspective we would be able to see the world in a more complex way  have ,a better understanding of other peoples views of the world.,and
32377_4,You bring up that we should do something due to the similarities between Christianity/Judaism/Islam being remarkable.,You bring up that we should respect the differences in each other's beliefs due to the similarities between Christianity/Judaism/Islam being remarkable.,and
39089_1,"If we did not do that, it would be much easier for people to disregard the class.",It would be much easier to for people to disregard what Sam teaches by saying Thats how it used to be or Oh.,and
40280_3,Basim had good experiences with Americans.,Basim did not let stereotypes determine how he would feel for the rest of his life.,and
22591_1,I was surprised to see the high amount of groups.,They were majority Christian.,and
21275_1,I also felt inspired by his bravery.,I found myself reflecting on situations in my life where I should have stood up for what I believed it. ,and
36368_1,I just really enjoyed this class.,I feel like I learned a lot from Basim.,because
30752_2,We value acceptance.,We value hope.,and
35813_2,The Americans for a devastating event in his life.,Truly amazing.,Nan
26853_1,We view the Willard Preacher as some crazy man.,The Willard Preacher preaches how we're all going to hell.,Nan
25573_2,What have these men gone through?,What are they going through?,because
33056_4,Losing my father would most likely destroy me inside.,Losing my mother would most likely destroy me inside.,so
40473_2,I listened to Basim.,I could see what an amazing person he was.,and
33642_5,They are motivations that encourage him to move forward.,He serves the best for the country that he's been living in more than thirty years. ,and
14807_1,"Regardless of how open minded they are , actually everybody, has ahd a thought.",Somebody thought about something that happened that factors into the race of those involved.,Nan
35196_1,Going through trauma like in Bozzo's case is something that is really hard to overcome.,Going through trauma like in Bozzo's case can definitely be overcome with strength.,Nan
34268_1,Basim is very intelligent.,He realized that hate ate him from the inside.,so
22782_1,The Afghan people are welcoming/ peaceful people.,They are misrepresented in our world.,and
7630_2,We are the same race.,We are not the same race.,Nan
39727_1,Americans only see the violence that radical Muslims have created.,They are more likely to believe that these extremists come from a bad religion.,because
41942_4,Know who we are voting for.,That innocent people aren't getting bombed.,and
27763_4,they have to be fully educated on the matter,they need to cast informed vote,so
33325_1,I think that this perspective is important.,It could change the way that future presidential candidates think and their platforms.,because
34069_1,"Personally, if I were in these women's shoes, I would not want to get married.",I would feel as if my husband could potentially hang instantaneous divorce over my head.,because
21078_1,I think this will help the U.S. capture the criminals quicker.,It will lead to less problems.,and
31027_1,My ex-girlfriend is Jewish.,My roommate is Muslim.,Nan
33785_1,"I thought this was a very interesting take on an issue that traditionally,",which I had always had a very specific view on.,Nan
16162_1,Race is something that needs to be talked about.,It is something that exists.,because
14789_1,I have never really travelled much outside the United States.,I think it would be safe to say I am not too cultured.,so
30499_1,I was confused,I would stay up long hours into,and
39587_2,People are lost in their way,They turn to religion to justify their vengeful actions ,and
41557_1,He explained.,Everything happens for a reason.,Nan
38734_4,He lived through such a horrible ongoing event.,it was really just eye opening.,and
21380_5,Recognize what they are.,why we do what we do.,and
20955_1,He stays in Afghanistan.,He chooses to not have a bodyguard.,and
30076_1,who are millions billions of people out there, we acknowledge that they are there,and
38454_3,This  this year he decided to touch upon the topic of the Middle East,The misconceptions we have of it.,and
31855_5,"In of the Quran, we need to realize that Christians act in the same","way that following two completely opposite religions,",because
36827_2,He has learned to not hold a grudge against Americans.,He look at what he still has to live for rather than dwell on the past.,and
40442_1,He said he wasn't angry with us.,The Americans he had met had been nice.,and
7718_1,Our society has been subconsciously trained.,We almost expect a white male on the right end of that line up.,and
40640_2,Children don't often hear the horrifying stories.,That go on around the world.,and
34815_2,the government might not have anything to counter their argument.,their interpretation is simply just different.,because
22568_1,Everything in life is always relative.,"Clearly, everyone has their problems.",Nan
35465_1,All of his American friends were good people.,He associated those good traits with the American people.,so
29266_1,we can end this sooner,we can save lives helping families living normal life,and
28017_1,You have to separate the law from religion in order for societies to survive.,Due to our complexity of life today.,Nan
7676_1,They give off this vibe of awkwardness to me,that comes from the fact that in todays world it is wrong,Nan
37886_2,It is very important to have information about the things happening all around the world.,Not only in the country that we live in.,and
31039_1,Sam talks about how we are fish.,we have not left our waters.,because
8026_2,It shows a lot about their physical features.,Is shows how living in a certain climate shapes people.,and
32262_1,Who  think often about Bassim saying that,his wife was just two feet away from him,Nan
36654_2,All of them have different beliefs.,They have different morals.,and
11034_1,People who aren't extremists know the difference between right and wrong.,Don't all racists believe the same shit anyway?,and
38842_1,"We see our presidents changing a lot, term to term.",Their view on American issues are vastly different.,because
32567_2,Foreign counties should stop looking at Iraq for personal gain.,Foreign counties should actually help them.,Nan
38222_1,His home got bombed.,His brothers got bombed.,and
23041_1,We must take care of it.,We must take preventative measures.,and
41183_1,They are unable to differentiate between radical Muslims. ,They are unable to differentiate between Muslims who call Iraq home. ,and
22507_3,She wants to do good in the world.,ts just that a lot of those social justice issues arent on her radar.,and
30814_4,My outside perspective has allowed me to see the many similarities that the two religions share.,My outside perspective has allowed me to see the many similarities their doctrines share.,and
20499_2,To mean very different things to themselves.,Practicing some very different interpretations of this seemingly one clear religion.,so
35092_4,We see that they are exactly like us,There becomes a cognitive dissonance.,and
11060_1,The new students can find a new sense of inclusion. ,They are comforted when coming to a new country for school,and
9587_4,They helped me discover who I am.,they raised my curiosity to even newer levels that I didnt think were possible of existing.,and
33565_3, you can't forgive on the inside it will eat you alive., I learned a lot from watching that video.,and
19200_1,He was really an important aspect to the Afghan military at the time.,He was making light of an anxious situation.,because
35107_3,Obama had taken them out.,That's why there is chaos (according to him).,because
41383_3,It's that everything said about black people applied to white people.,That's also true vice versa.,and
40454_4,He continues to follow his religion.,He has accepted the fact.,and
35993_2,Christians constantly argue about what Jesus really meant when he said what he said.,It's actually kind of crazy when you think about it.,and
40333_3,He claimed to be Islamic.,He was in a mosque.,because
40777_1,There are many governments throughout the world that are full of corruption. ,There are many governments throughout the world that are unable to change. ,and
21208_1,They focus on the negatives.,They know that is what will sell.,because
24519_1,I have never read the Quran.,It was refreshing to hear his take on how they are different.,so
20787_3,They have friends and families and hobbies and dreams.,and just want to live their life.,and
8153_1,I have never known of any remotely near me.,There are a lot.,so
25030_1,"They did treat me and my brothers to homemade french toast, pancakes, and countless other breakfast foods.",It was not really that bad.,so
14759_2,we had a football team.,both cost about the same to play per season.,and
32459_1,"From this class, Im beginning to listen  ruminate over","the lessons from Sam, Bassim  Rafin",and
41153_1,We need to continue to bomb them.,I feel it is the only way to save innocent lives.,because
42764_3,We can sometimes ignore the violence.,Our country contributes to it.,Nan
22544_2,Someone in the USA may be the same religion as someone in France.,People are interpreting the same text.,because
36251_2,He was able to trust his faith to help him move on.,He amazed me.,and
37110_1,I have not been exposed to anything relating to any of these topics.,This class has really been a way to see things differently.,so
26015_5,They are blown up.,or shot up.,Nan
15310_1,It is a relative news story.,People want to voice their opinion.,and
11923_1,I kind of admire my friends.,They found their faith at a young age.,because
38701_3,I was guilty.,I felt many other emotions.,and
27069_7,It is illegal to discriminate based on religion in America.,I do not see that changing anytime soon.,and
37379_2,My current view on war has changed drastically.,This video supports that change.,and
35056_1,I completely agree that we all had the question.,How are you not angry with America.,Nan
33430_1,Basim told us the story about his house being destroyed by the United States.,"They offered him $1,500.",and
36302_1,He answerd that his Islamic faith taught him to forgive. ,It guided his life-path past the anger he felt. ,and
34020_1,Many Americans have really negative beliefs on the Islam.,Many Americans think it's a destructive religion.,and
16038_1,I believe many people have an idea of Afghanistan.,It is possible the only exposure they have had to this country comes with the label of constant terrorism.,because
39674_1,He was extremely sad at first.,He was then very angry.,and
31874_1,Bassim had people in the United States that helped him through this rough time .,Basim did  live in the United States for 8 years.,and
12314_1,I picked this video.,I believe that what Dr. Sam Richards is talking about is very true.,because
24171_1,"Not only are Afghani civilians and military personnel being killed every day because of the war, US military officials are also being killed.",US military officials are not being able to return to their families at home.,and
31211_1,I think that Dr. Richards did a good job. ,Dr. Richards showed how there are going to be extremists in any religion.,Nan
12219_1,It happened less than one hundred years ago.,It is a huge concern.,and
30758_2,We should not believe stereotypes.,We should form our own opinions,and
42421_1,Basim had terrible things happen to him.,"Basim had terrible things happen to his family, yet he does not live every day in anger.",and
24752_1,These are Christians.,These are killers.,Nan
39424_2,He is spreading such a message of peace.,He is spreading such a message of hope.,and
40834_1,I thoroughly enjoyed this class.,It is comforting to know there are genuinely good people.,because
19750_1,"Topics, like divorce, have many details/ things about them.",One book cant simply cover it all.,so
29831_1,My thoughts go out to all Afghanistan civilians who aren't allowed to have a simple life.,"A happy life, we all deserve.",and
27199_3,We get poverty.,We get war.,and
8584_1,There are differences that were mentioned in the class at times.,It seemed like they were ways to protect us. Differences like eyes shapes in different regions.,Nan
37293_1,Ive got a pretty good relationship with my mother. ,Ive got a pretty good relationship with my sister. ,and
21122_1,Islam come from the Arabic word salam.,It translates into peace.,Nan
25250_1,Sam's questions grabs Rafi's attention.,He sits up to hear it.,and
